               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  53,            0.023573,            0.017927,                   0,             0.93698,             0.96565,             0.98377,             0.63718,             0.02186,            0.010439,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.023965,            0.016967,                   0,              0.9039,             0.96947,             0.97943,             0.65094,            0.021498,            0.010813,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.025043,            0.017354,                   0,             0.93655,             0.95769,             0.98367,             0.59597,              0.0236,            0.010644,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.023159,            0.017651,                   0,             0.95054,             0.96947,             0.98693,             0.66151,            0.021197,            0.010671,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.022573,            0.016266,                   0,             0.95197,             0.93893,             0.98391,             0.62063,            0.021406,            0.010977,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.024697,            0.016981,                   0,             0.94645,             0.95802,             0.98437,             0.65695,            0.021974,            0.010732,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.023755,            0.016907,                   0,             0.93988,             0.95464,             0.98545,             0.66477,            0.020717,            0.010377,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.022673,            0.016115,                   0,             0.93279,             0.96183,              0.9857,             0.59896,            0.023893,            0.010779,                   0,            0.004159,            0.004159,            0.004159
                  61,             0.02333,            0.016586,                   0,             0.94441,             0.97274,             0.98659,             0.61351,            0.023173,            0.010554,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.022587,            0.017053,                   0,             0.95381,             0.94578,             0.98407,             0.65986,            0.020776,            0.010458,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.023394,            0.016371,                   0,             0.95869,             0.93893,             0.98412,             0.66542,            0.021055,            0.010544,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.023044,             0.01617,                   0,             0.95298,             0.95802,             0.98647,             0.66485,            0.020298,            0.010425,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.022348,            0.015671,                   0,             0.95793,             0.95589,             0.98766,             0.66552,            0.020902,            0.010248,                   0,            0.003664,            0.003664,            0.003664
                  66,            0.022894,            0.015838,                   0,             0.91512,             0.90529,             0.94605,             0.60602,            0.022505,            0.014321,                   0,            0.003565,            0.003565,            0.003565
                  67,            0.022814,            0.016132,                   0,             0.95057,             0.95429,             0.98678,             0.64818,            0.021854,            0.010358,                   0,            0.003466,            0.003466,            0.003466
                  68,             0.02301,            0.016138,                   0,             0.94205,             0.93074,             0.97308,              0.6546,            0.020938,            0.011534,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.021931,             0.01631,                   0,             0.93967,              0.9542,              0.9833,             0.62011,             0.02322,            0.010836,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.021078,            0.016154,                   0,             0.94617,             0.93914,             0.98183,             0.66316,            0.020672,            0.010752,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.021704,            0.015771,                   0,              0.9297,             0.95038,             0.98533,              0.6027,            0.023615,            0.010945,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.021664,            0.016707,                   0,             0.96505,             0.94841,             0.98879,             0.66671,            0.020729,            0.010191,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.021478,            0.016713,                   0,             0.96484,             0.94275,              0.9883,              0.6843,            0.020059,            0.010135,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.022197,            0.015917,                   0,             0.95026,             0.94792,             0.98738,             0.67119,            0.020777,            0.010464,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.021606,            0.017446,                   0,             0.94078,             0.97014,             0.98679,             0.66026,            0.020425,            0.010233,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.020565,            0.015036,                   0,             0.92394,             0.97359,             0.98326,             0.58603,             0.02461,            0.010915,                   0,            0.002575,            0.002575,            0.002575
                  77,             0.02202,            0.015546,                   0,             0.95742,             0.94398,             0.98681,             0.67482,             0.01994,             0.01022,                   0,            0.002476,            0.002476,            0.002476
                  78,             0.02183,            0.016752,                   0,              0.9376,             0.97494,             0.98457,             0.62141,            0.023137,             0.01079,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.021874,            0.015343,                   0,             0.95428,             0.95597,             0.98633,             0.62521,            0.022986,            0.010863,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.021806,             0.01627,                   0,             0.96473,             0.93958,             0.98602,             0.65995,            0.020704,            0.010332,                   0,            0.002179,            0.002179,            0.002179
                  81,             0.02169,            0.016509,                   0,             0.95817,             0.95802,             0.98866,             0.62755,             0.02201,            0.010456,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.021468,             0.01582,                   0,             0.94794,             0.96565,             0.98814,             0.65452,            0.021079,            0.010145,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.020841,            0.015905,                   0,             0.94895,             0.96183,             0.98644,             0.64153,            0.021609,            0.010345,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.022008,             0.01574,                   0,             0.93729,             0.93893,             0.97955,             0.60979,               0.023,            0.010912,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.021367,            0.016718,                   0,             0.96249,             0.94656,             0.98608,             0.66247,            0.020957,            0.010369,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.022589,            0.017063,                   0,             0.95438,              0.9582,             0.98834,             0.65996,            0.021097,            0.010267,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.020766,            0.015484,                   0,             0.95465,             0.96423,             0.98754,             0.64976,            0.021315,            0.010195,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.021518,             0.01694,                   0,             0.94302,             0.97328,             0.98953,             0.67857,              0.0195,            0.010025,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.020951,            0.015092,                   0,             0.96596,             0.95038,             0.98872,             0.67813,            0.019836,           0.0099824,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.021601,            0.015352,                   0,             0.94941,             0.96183,             0.98824,             0.66861,            0.020137,            0.010064,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.021067,            0.015947,                   0,             0.97235,             0.93962,             0.98794,             0.66255,            0.020771,            0.010293,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.020818,            0.015866,                   0,             0.94049,             0.96518,             0.98793,             0.67219,            0.020185,             0.01011,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.021698,            0.017069,                   0,             0.96168,             0.95793,             0.98756,             0.68505,            0.019624,           0.0099083,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.020625,            0.015723,                   0,              0.9474,             0.96246,             0.98822,              0.6788,            0.019438,           0.0098275,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.020918,             0.01573,                   0,             0.93183,              0.9771,             0.98782,              0.6618,             0.02073,            0.010097,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.021234,            0.015897,                   0,             0.96311,             0.95038,             0.98859,             0.67216,            0.020076,             0.01003,                   0,            0.000595,            0.000595,            0.000595
                  97,             0.02054,            0.015042,                   0,             0.92697,             0.96565,             0.98671,             0.67617,            0.019973,            0.010228,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.020815,            0.014756,                   0,             0.95459,             0.95802,             0.98838,              0.6851,            0.019231,           0.0098024,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.021164,            0.015231,                   0,             0.96128,             0.94764,             0.98809,             0.67265,            0.019856,           0.0099905,                   0,            0.000298,            0.000298,            0.000298
